start-date-time,end-date-time,geography,name,tags,link,miscellaneous
Sat: Apr 20(10pm-4am),Sat: Apr 20(10pm-4am),"David Harness, Homero Espinosa, The SyntheTigers @ Halcyon (San Francisco)","David Harness, Homero Espinosa, The SyntheTigers @ Halcyon (San Francisco)",deep house,https://www.facebook.com/events/2368834056726936/,$10-30 | 21+Halcyon SF
Sun: Apr 21(2pm-10pm),Sun: Apr 21(2pm-10pm),Distrikt: Metamorphoses Fundraiser @ The Midway (San Francisco),Distrikt: Metamorphoses Fundraiser @ The Midway (San Francisco),"tech house, deep house",https://www.facebook.com/events/633131573812646/,$15-20 | 21+The Midway
Sun: Apr 21(2pm-8pm),Sun: Apr 21(2pm-8pm),"Swagger Like Us Present Mina, Micahtron, DJ JiBBZ @ 7th West (Oakland)","Swagger Like Us Present Mina, Micahtron, DJ JiBBZ @ 7th West (Oakland)",hip-hop,,$10 | 21+Swagger Like Us
Sun: Apr 21(7pm),Sun: Apr 21(7pm),Kero Kero Bonito @ Great American Music Hall (San Francisco),Kero Kero Bonito @ Great American Music Hall (San Francisco),electropop,https://www.facebook.com/events/274521093244914/,$22+ | 6+Great American Music Hall
Sun: Apr 21(7:30pm),Sun: Apr 21(7:30pm),Ross From Friends (Live) @ The Independent (San Francisco),Ross From Friends (Live) @ The Independent (San Francisco),"lofi house, deep house",https://www.facebook.com/events/390826991494317/,$20 | 21+Dj Dials
Tue: Apr 23(9pm-1:30am),Tue: Apr 23(9pm-1:30am),Rhythm Ritual w/ Cj Larsen @ The Continental Bar Lounge & Patio (San Jose),Rhythm Ritual w/ Cj Larsen @ The Continental Bar Lounge & Patio (San Jose),house,,Free | 21+Rhythm Ritual
Wed: Apr 24(9pm-1:30am),Wed: Apr 24(9pm-1:30am),"Get w/ It Wednesdays: Konnex, Cannabass, Jai Bay Bae @ BRIX 581 (Oakland)","Get w/ It Wednesdays: Konnex, Cannabass, Jai Bay Bae @ BRIX 581 (Oakland)","hip-hop, dancehall, club music",,21+Get With The Program
Wed: Apr 24(9pm-2am),Wed: Apr 24(9pm-2am),"Housepitality: Chuck Hampton, Mark O'brien, Sharon, Didje Kelli @ F8 1192 Folsom (San Francisco)","Housepitality: Chuck Hampton, Mark O'brien, Sharon, Didje Kelli @ F8 1192 Folsom (San Francisco)","disco, house",https://www.facebook.com/events/333210547317151/,Free w/RSVP b4 10pm / $5 pre / $10 | 21+Housepitality
Thu: Apr 25(8pm),Thu: Apr 25(8pm),Escort @ Rickshaw Stop (San Francisco),Escort @ Rickshaw Stop (San Francisco),nu-disco,https://www.facebook.com/events/2086070428147659/,$18-20 | 18+
Thu: Apr 25-Sun: Apr 28(Thu: 8pm-Sun: 8pm),Thu: Apr 25-Sun: Apr 28(Thu: 8pm-Sun: 8pm),Colab Campout 2019 @ Heartland Community (Wheatland),Colab Campout 2019 @ Heartland Community (Wheatland),"bass music, dubstep, global bass, glitch",https://www.facebook.com/events/593604361095842/,$99-200 | All agesColab Campout
Thu: Apr 25(9pm),Thu: Apr 25(9pm),"Anomalie, Rob Araujo @ August Hall (San Francisco)","Anomalie, Rob Araujo @ August Hall (San Francisco)","future beats, hip-hop",,$16 | All agesAugust Hall
Thu: Apr 25(9pm-2am),Thu: Apr 25(9pm-2am),Hush-Hush w/ Bapari @ The Stud (San Francisco),Hush-Hush w/ Bapari @ The Stud (San Francisco),"club music, hip-hop, trap, future beats",,$5 | 21+Silk Worm
Thu: Apr 25(9pm-2am),Thu: Apr 25(9pm-2am),Sequence Ft. Midnight Tyrannosaurus & Cromatik @ DNA Lounge (San Francisco),Sequence Ft. Midnight Tyrannosaurus & Cromatik @ DNA Lounge (San Francisco),dubstep,https://www.facebook.com/events/597778203996723/,"$10 | 18+Vital Events, Llc"
Thu: Apr 25(10pm-2am),Thu: Apr 25(10pm-2am),Orjan Nilsen @ Audio (San Francisco),Orjan Nilsen @ Audio (San Francisco),"trance, progressive house",https://www.facebook.com/events/245577482990373/,$5-15 | 21+Trancefamily SF
Thu: Apr 25(10pm-3am),Thu: Apr 25(10pm-3am),Holy Ghost!- DJ Set @ Halcyon (San Francisco),Holy Ghost!- DJ Set @ Halcyon (San Francisco),synthpop,,$10-25 | 21+Halcyon SF
Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 5am),Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 5am),"Psyrenity Gathering: Hypnoise, Fagins Reject, Flip Flop, Inner State, Hypogeo, Rocky, Starseed, Easy Riders, Touchtone, Upavas, Primordial Ooze, Lunecell, Parus, Sunchild, Chunk, Helios, Seventh Sign, Khromata, Dela Moon, Terrakroma, Elven Artifakt, Axel Holmes, Barakuda, Brian Sentient, Celestial, DeliFi, Doctor Spook, Kahn, Keyframe, Michael Liu, Nicolo, Paradigm, Psynthetic, Symatics, Tobal      @ 13899 28 Mile Rd (Oakdale)","Psyrenity Gathering: Hypnoise, Fagins Reject, Flip Flop, Inner State, Hypogeo, Rocky, Starseed, Easy Riders, Touchtone, Upavas, Primordial Ooze, Lunecell, Parus, Sunchild, Chunk, Helios, Seventh Sign, Khromata, Dela Moon, Terrakroma, Elven Artifakt, Axel Holmes, Barakuda, Brian Sentient, Celestial, DeliFi, Doctor Spook, Kahn, Keyframe, Michael Liu, Nicolo, Paradigm, Psynthetic, Symatics, Tobal      @ 13899 28 Mile Rd (Oakdale)","dubstep, trap, bass music, drum and bass, jungle, psytrance",https://www.facebook.com/events/2338279676440195/,$185 | All agesSerenity Gathering
Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 9am),Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 9am),Serenity Gathering @ Woodward Reservoir (Oakdale),Serenity Gathering @ Woodward Reservoir (Oakdale),"bass music, dubstep, psydub, drum and bass",https://serenitygathering.net/,$150+ | 18+Serenity Gathering
Fri: Apr 26(8:30pm),Fri: Apr 26(8:30pm),Holy Ghost! (Live) @ The Independent (San Francisco),Holy Ghost! (Live) @ The Independent (San Francisco),synthpop,,$25 | 21+
Fri: Apr 26(9pm-2am),Fri: Apr 26(9pm-2am),"All In: Fatum, Genix, Jaytech, Sunny Lax @ Mezzanine (San Francisco)","All In: Fatum, Genix, Jaytech, Sunny Lax @ Mezzanine (San Francisco)",progressive house,,$15-20 | 21+Mezzanine
Fri: Apr 26(9pm-2am),Fri: Apr 26(9pm-2am),"Imagine: A Rave To Remember w/Madame Mercury, Carrotkore, Cheezy P B2B Dag, Flamingo Boys, Forest Green, Kenai & Splendid As Yerba Terps, Mc Alien, Michael Milano @ BRIX 581 (Oakland)","Imagine: A Rave To Remember w/Madame Mercury, Carrotkore, Cheezy P B2B Dag, Flamingo Boys, Forest Green, Kenai & Splendid As Yerba Terps, Mc Alien, Michael Milano @ BRIX 581 (Oakland)","house, hardcore, breaks, trance, hip-hop",,$10 pre | 21+Madame Mercury
Fri: Apr 26(9pm-3am),Fri: Apr 26(9pm-3am),"Jonas Rathsman, Emanate, + Kudeki @ The Midway (San Francisco)","Jonas Rathsman, Emanate, + Kudeki @ The Midway (San Francisco)","techno, tech house",https://www.facebook.com/events/2297265503820827/,$17.5-25 | 21+The Midway
Fri: Apr 26(9pm-4am),Fri: Apr 26(9pm-4am),Electroluxx Oasis // Full Venue Takeover @ Oasis (San Francisco),Electroluxx Oasis // Full Venue Takeover @ Oasis (San Francisco),"electro house, funky house",https://www.facebook.com/events/352070612068987/,$20-30Electroluxx
Fri: Apr 26(9:30pm-2am),Fri: Apr 26(9:30pm-2am),Borgore - U Up? Tour @ The Park Ultra Lounge (Sacramento),Borgore - U Up? Tour @ The Park Ultra Lounge (Sacramento),"trap, electro house, dubstep",https://www.facebook.com/events/311706259547409/,$15-17.50 | 21+Midnite Events
Fri: Apr 26(9:30pm-2am),Fri: Apr 26(9:30pm-2am),EDX @ Audio (San Francisco),EDX @ Audio (San Francisco),"progressive house, big room",,$12-22 | 21+Audio San Francisco
Fri: Apr 26(9:30pm-3:30am),Fri: Apr 26(9:30pm-3:30am),"Cerrone, Steve Fabus, Kelly Naughton, Onemohit, Jay Handles @ The Public Works (San Francisco)","Cerrone, Steve Fabus, Kelly Naughton, Onemohit, Jay Handles @ The Public Works (San Francisco)","disco, funk, house",https://www.facebook.com/events/419671925472668/,$15-17 | 21+The Public Works SF
Fri: Apr 26(9:30pm-4am),Fri: Apr 26(9:30pm-4am),"Sol.Selectas Showcase w/Sabo, Goldcap and Armen Miran @ The Great Northern (San Francisco)","Sol.Selectas Showcase w/Sabo, Goldcap and Armen Miran @ The Great Northern (San Francisco)","tech house, progressive house, tribal house, techno",,$10-30 | 21+Set
Fri: Apr 26(10pm-3am),Fri: Apr 26(10pm-3am),A-Trak @ 1015 Folsom (San Francisco),A-Trak @ 1015 Folsom (San Francisco),"trap, hip-hop, house, pop EDM",,$20-25 | 21+1015 Folsom
Fri: Apr 26(10pm-3am),Fri: Apr 26(10pm-3am),Eli Brown @ Halcyon (San Francisco),Eli Brown @ Halcyon (San Francisco),house,,$5-20 | 21+Halcyon SF
Sat: Apr 27(3pm-9pm),Sat: Apr 27(3pm-9pm),Good Morning Degens @ Natoma Cabana (San Francisco),Good Morning Degens @ Natoma Cabana (San Francisco),"disco, funk, house",https://www.facebook.com/events/2354009534817273,$5 | 21+Degens
Sat: Apr 27(4:30pm-10pm),Sat: Apr 27(4:30pm-10pm),"Bass-Sick Junglist Feat. Spacefunk, Meraki, & Critical Conflict, Tito, Duchess @ King Cong Brewing Company (Sacramento)","Bass-Sick Junglist Feat. Spacefunk, Meraki, & Critical Conflict, Tito, Duchess @ King Cong Brewing Company (Sacramento)","drum and bass, jungle, dubstep",,Free | All agesAndrew Mortimer
Sat: Apr 27(6pm-2am),Sat: Apr 27(6pm-2am),"Lawrence and Diacritic Collective: Lily Ackerman, Chvck., Petko Nikolov, Alex Blackstock, Stanislav Nikolov, Francisco Luongo, Ian Ward Comfort @ Phonobar (San Francisco)","Lawrence and Diacritic Collective: Lily Ackerman, Chvck., Petko Nikolov, Alex Blackstock, Stanislav Nikolov, Francisco Luongo, Ian Ward Comfort @ Phonobar (San Francisco)","house, techno",,21+Phonobar
Sat: Apr 27(7pm),Sat: Apr 27(7pm),Slushii @ Bill Graham Civic Auditorium (San Francisco),Slushii @ Bill Graham Civic Auditorium (San Francisco),"future beats, trap, dubstep",,$30-45 | 18+
Sat: Apr 27(8:30pm),Sat: Apr 27(8:30pm),Louis Futon @ The Independent (San Francisco),Louis Futon @ The Independent (San Francisco),trap,,$18 pre/$20 | 21+
Sat: Apr 27(9pm-2am),Sat: Apr 27(9pm-2am),Dub Culture| Bass Music |Roots & Culture | Steppers|Heavy Sound System Show @ Culture House Collective (Grass Valley),Dub Culture| Bass Music |Roots & Culture | Steppers|Heavy Sound System Show @ Culture House Collective (Grass Valley),"bass music, dub, reggae",https://www.facebook.com/events/2105098902936923/,$10 pre/$12 | 21+Culture House Collective
Sat: Apr 27(9pm-2am),Sat: Apr 27(9pm-2am),"Flower Co Presents: Blank Cassette Vol.8 Ft Mothica, MOSSSS @ 111 Minna Gallery (San Francisco)","Flower Co Presents: Blank Cassette Vol.8 Ft Mothica, MOSSSS @ 111 Minna Gallery (San Francisco)",synthpop,https://www.facebook.com/events/786186448429913/,"$15-20 | 21+Escape The Routine, Flower Co"
Sat: Apr 27(9:30pm-2:30am),Sat: Apr 27(9:30pm-2:30am),Mercer @ Audio (San Francisco),Mercer @ Audio (San Francisco),"funky house, nu-disco",,$10-25 | 21+Audio San Francisco
Sat: Apr 27(9:30pm-3:30am),Sat: Apr 27(9:30pm-3:30am),"CCVO Year One: Rrose, Trevor Sigler, Eichef, Santi x Nicu @ Public Works Oddjob Loft (San Francisco)","CCVO Year One: Rrose, Trevor Sigler, Eichef, Santi x Nicu @ Public Works Oddjob Loft (San Francisco)",techno,https://www.facebook.com/events/2113820722037302/,$15 | 21+CCVO
Sat: Apr 27(9:30pm-3am),Sat: Apr 27(9:30pm-3am),"Opel Presents Trent Cantrelle, Cptn Jay, Oona X, Charlemagne @ Monarch (San Francisco)","Opel Presents Trent Cantrelle, Cptn Jay, Oona X, Charlemagne @ Monarch (San Francisco)","tech house, electro house",,$10-13 | 21+Opel Productions
Sat: Apr 27(10pm-2am),Sat: Apr 27(10pm-2am),Hip Hop For Change 6-Year Anniversary @ The Legionnaire Saloon (Oakland),Hip Hop For Change 6-Year Anniversary @ The Legionnaire Saloon (Oakland),hip-hop,,$7-10 | 21+Hip Hop For Change
Sat: Apr 27(10pm-2am),Sat: Apr 27(10pm-2am),Justin Caruso @ Temple Nightclub (San Francisco),Justin Caruso @ Temple Nightclub (San Francisco),"future bass, pop EDM",,$20+ | 21+Temple Nightclub
Sat: Apr 27(10pm-4am),Sat: Apr 27(10pm-4am),DJ Dan X Dolby Atmos @ Halcyon (San Francisco),DJ Dan X Dolby Atmos @ Halcyon (San Francisco),house,,$10-25 | 21+Halcyon SF
Sat: Apr 27(10pm-4am),Sat: Apr 27(10pm-4am),"Polyglamorous - Elaine Denham, Robin Simmons, BEYA, Mark O'Brien, major (1) @ F8 1192 Folsom (San Francisco)","Polyglamorous - Elaine Denham, Robin Simmons, BEYA, Mark O'Brien, major (1) @ F8 1192 Folsom (San Francisco)","disco, house",http://www.residentadvisor.net/events/1240594,$7 b4 11/$12 | 21+Polyglamorous
Sun: Apr 28(11am-7pm),Sun: Apr 28(11am-7pm),"Sunset Sound System Spring Jubilee Celebration: Solar, Galen, J-Bird @ Stafford Lake Park (Novato)","Sunset Sound System Spring Jubilee Celebration: Solar, Galen, J-Bird @ Stafford Lake Park (Novato)","house, disco, funk",,$5 per person/$30 per car | All agesSunset Sound System
Sun: Apr 28(1pm-6pm),Sun: Apr 28(1pm-6pm),"Take Me To Tequila- Day Party: FOOLiE, WEZ, OSZO, BLK&WHT, DNSB, MISS DRE, Late Eighties, NEY x MISS MAK @ Halcyon (San Francisco)","Take Me To Tequila- Day Party: FOOLiE, WEZ, OSZO, BLK&WHT, DNSB, MISS DRE, Late Eighties, NEY x MISS MAK @ Halcyon (San Francisco)","tech house, funky house",https://www.facebook.com/events/275926229970358/,Free w/RSVP / $15 | 21+Halcyon SF
Sun: Apr 28(7pm),Sun: Apr 28(7pm),Monster Energy Outbreak Tour Presents - Slushii @ Ace Of Spades (Sacramento),Monster Energy Outbreak Tour Presents - Slushii @ Ace Of Spades (Sacramento),"future bass, trap, dubstep",https://www.facebook.com/events/756172714770121/,$22 | 18+Midnite Events
Sun: Apr 28(7:30pm),Sun: Apr 28(7:30pm),Louis Futon w/Whereisalex @ The Independent (San Francisco),Louis Futon w/Whereisalex @ The Independent (San Francisco),trap,,$18 pre/$20 | 21+
Sun: Apr 28(8pm-2am),Sun: Apr 28(8pm-2am),WERD + Sunset After-party @ Monarch (San Francisco),WERD + Sunset After-party @ Monarch (San Francisco),"house, disco, funk",,"$5+ | 21+WERD, Sunset Sound System"
Sun: Apr 28(9pm-1:30am),Sun: Apr 28(9pm-1:30am),Neon Chapel Featuring Jace Mek X Astronomar (Confession) @ Lowbrau (Sacramento),Neon Chapel Featuring Jace Mek X Astronomar (Confession) @ Lowbrau (Sacramento),"electro house, bass house, funky house",https://www.facebook.com/events/770828036628563/,$5 | 21+Lowbrau
Tue: Apr 30(8pm-11pm),Tue: Apr 30(8pm-11pm),Perturbator @ Oakland Metro Operahouse (Oakland),Perturbator @ Oakland Metro Operahouse (Oakland),darkwave,https://www.facebook.com/events/2196652840589525/,$25 | All agesElbo Room Jack London
Wed: May 1(9pm-2am),Wed: May 1(9pm-2am),"Idp 23: Mutek.SF Pre-Party (Spacetime Continuum, Kit Clayton, Amma Ateria) @ Hyde Street Studios (San Francisco)","Idp 23: Mutek.SF Pre-Party (Spacetime Continuum, Kit Clayton, Amma Ateria) @ Hyde Street Studios (San Francisco)",techno,https://www.facebook.com/events/308205666511575,$10-20 | 21+Idp
Thu: May 2-Sun: May 5(Thu: 12pm-Sun: 5pm),Thu: May 2-Sun: May 5(Thu: 12pm-Sun: 5pm),2019 Unscruz: Bizarre Bazaar @ Santa Cruz County Fairgrounds (Santa Cruz),2019 Unscruz: Bizarre Bazaar @ Santa Cruz County Fairgrounds (Santa Cruz),burning man regional,,$80-120 | All agesSanta Cruz Burners
Thu: May 2-Mon: May 6(Thu: 5pm-Mon: 12am),Thu: May 2-Mon: May 6(Thu: 5pm-Mon: 12am),Mutek San Francisco 2019 (2nd Edition) @ Multiple Venues (San Francisco),Mutek San Francisco 2019 (2nd Edition) @ Multiple Venues (San Francisco),"live a/v, experimental, live electronic, techno, electro, house",https://www.facebook.com/events/830525440617396/,$150-450MUTEK Foundation
Thu: May 2(6pm-12am),Thu: May 2(6pm-12am),"Mutek SF 2019: A/Visions 1 - (Joyfultalk, Michael Claus, More) @ Cal Academy Of Sciences Nightlife (San Francisco)","Mutek SF 2019: A/Visions 1 - (Joyfultalk, Michael Claus, More) @ Cal Academy Of Sciences Nightlife (San Francisco)","ambient, experimental, live a/v",https://www.facebook.com/events/498906140639931/,$15+ | 21+Mutek San Francisco
Thu: May 2(7:30pm-11:30pm),Thu: May 2(7:30pm-11:30pm),"Negative Gemini, Lavender Blush @ Cafe Du Nord (San Francisco)","Negative Gemini, Lavender Blush @ Cafe Du Nord (San Francisco)","deep house, tech house, electro, techno",,$13-15 | 18+Noise Pop
Thu: May 2(8pm),Thu: May 2(8pm),Mgmt @ Fox Theater (Oakland),Mgmt @ Fox Theater (Oakland),"indie dance, synthpop, rock",https://www.facebook.com/events/795929680766129/,$45 | 18+
Fri: May 3-Mon: May 6(Fri: 12pm-Mon: 3pm),Fri: May 3-Mon: May 6(Fri: 12pm-Mon: 3pm),"Deep Summit 2019: 1-Z, Archiexx, Audiowall, Carnitastaco, DJ Xtra, Dharmata, Hood Riddance, Jdirra, Jordan Michael, Late Eighties, Ledastray, Moto Tembo, N808, Ney x Miss Mak, Racket Club, Rolls Reise, Roy Havens, Whispers, Willaa @ TBA (Trinity County)","Deep Summit 2019: 1-Z, Archiexx, Audiowall, Carnitastaco, DJ Xtra, Dharmata, Hood Riddance, Jdirra, Jordan Michael, Late Eighties, Ledastray, Moto Tembo, N808, Ney x Miss Mak, Racket Club, Rolls Reise, Roy Havens, Whispers, Willaa @ TBA (Trinity County)","tech house, funky house, deep house, bass house",https://www.facebook.com/events/311138526342793/,"TBDDeep Summit, Atty G, Naughty Princess, Deep in the Hatch, Wala, Admitone, Bennysalz, Pizza + Techno, Michael Bricker, UFO, Gold Town Burlesque, Pink Ezup"
Fri: May 3(6pm-11pm),Fri: May 3(6pm-11pm),"Mutek SF 2019: A/Visions 2 (Dopplereffekt, Kelly Moran, Kyle Evans, fuse*) @ Herbst Theater (San Francisco)","Mutek SF 2019: A/Visions 2 (Dopplereffekt, Kelly Moran, Kyle Evans, fuse*) @ Herbst Theater (San Francisco)","techno, experimental, live a/v, ambient",https://www.facebook.com/events/1704293359716317/,$45-50Mutek San Francisco
Fri: May 3(9:30pm),Fri: May 3(9:30pm),Klingande @ Mezzanine (San Francisco),Klingande @ Mezzanine (San Francisco),"deep house, tropical house",,$28 | 21+
Fri: May 3(9:30pm-3:30am),Fri: May 3(9:30pm-3:30am),"KMLN (Live), Oceanvs Orientalis (Live), M3, Tobin Ellsworth @ The Great Northern (San Francisco)","KMLN (Live), Oceanvs Orientalis (Live), M3, Tobin Ellsworth @ The Great Northern (San Francisco)","techno, house",https://www.facebook.com/events/2064472560338049/,"$15-25 | 21+The Great Northern, On&On"
Fri: May 3(10pm-3am),Fri: May 3(10pm-3am),David Hohme - Open 2 Close @ Audio (San Francisco),David Hohme - Open 2 Close @ Audio (San Francisco),deep house,,$10-20 | 21+
Fri: May 3(10pm-3am),Fri: May 3(10pm-3am),"Emissions Fest Preparty Mala, Youngsta, Truth, Khiva, Kowta, Adiidas @ The Public Works (San Francisco)","Emissions Fest Preparty Mala, Youngsta, Truth, Khiva, Kowta, Adiidas @ The Public Works (San Francisco)","dubstep, bass music",https://www.facebook.com/events/413196802781493/,$15-20 | 21+Camp Questionmark
Fri: May 3(10pm-4am),Fri: May 3(10pm-4am),"Robot Ears: Shdw & Obscure Shape, Mossmoss, Adra, Deyan, Louiv @ F8 1192 Folsom (San Francisco)","Robot Ears: Shdw & Obscure Shape, Mossmoss, Adra, Deyan, Louiv @ F8 1192 Folsom (San Francisco)",techno,https://upallnight.us/events/robot-ears-shdw-obscure-shape-sf-debut,$12-15 | 21+Robot Ears
Sat: May 4(12pm-8pm),Sat: May 4(12pm-8pm),Dirtybird BBQ 2019: Bay Area @ Alameda County Fairgrounds (Pleasanton),Dirtybird BBQ 2019: Bay Area @ Alameda County Fairgrounds (Pleasanton),"tech house, funky house",https://www.facebook.com/events/2304283233135839/,$19.50-55 | 21+
Sat: May 4(7:30pm),Sat: May 4(7:30pm),Crankdat @ Cornerstone (Berkeley),Crankdat @ Cornerstone (Berkeley),trap,,$15-18 pre / $21 | All agesCornerstone & We Dream Worlds Present
Sat: May 4(8pm),Sat: May 4(8pm),Hot Chip (Live) - August Hall One Year Anniversary Party @ August Hall (San Francisco),Hot Chip (Live) - August Hall One Year Anniversary Party @ August Hall (San Francisco),"synthpop, house, electro",,$20-45 | All agesAugust Hall
Sat: May 4(8pm),Sat: May 4(8pm),The Midnight @ Fox Theater (Oakland),The Midnight @ Fox Theater (Oakland),synthwave,,$22-27.50 | 18+
Sat: May 4(8pm-2am),Sat: May 4(8pm-2am),"Mutek SF 2019: Nocturne 2 (Shed, Ectomorph, Halal & Relaxer) @ Broadway Studios (San Francisco)","Mutek SF 2019: Nocturne 2 (Shed, Ectomorph, Halal & Relaxer) @ Broadway Studios (San Francisco)","techno, live electronic, live a/v, experimental",https://www.facebook.com/events/424219211668618/,$40-45Mutek San Francisco
Sat: May 4(8:30pm),Sat: May 4(8:30pm),"Partywave w/Pushloop, Russell Jordan, Redublic @ The Catalyst (Santa Cruz)","Partywave w/Pushloop, Russell Jordan, Redublic @ The Catalyst (Santa Cruz)","trap, hip-hop",https://www.facebook.com/events/580644792452547/,"$10 pre / $15 | 18+SCMF, Euphoric"
Sat: May 4(9pm-2am),Sat: May 4(9pm-2am),"143 6 Year Anniversary - Sosupersam, Aux Cord & Kawasaki @ Mezzanine (San Francisco)","143 6 Year Anniversary - Sosupersam, Aux Cord & Kawasaki @ Mezzanine (San Francisco)","hip-hop, r&b",,$15-30 | 21+Mezzanine
Sat: May 4(9:30pm-2:30am),Sat: May 4(9:30pm-2:30am),Felix Da Housecat @ Audio (San Francisco),Felix Da Housecat @ Audio (San Francisco),"electro house, tech house, deep house",https://www.facebook.com/events/1195556430621999/,$12 | 21+Audio San Francisco
Sat: May 4(9:30pm-3am),Sat: May 4(9:30pm-3am),The Garden Party w/ Porky (Desert Hearts) // Benjamin K // Torie @ Monarch (San Francisco),The Garden Party w/ Porky (Desert Hearts) // Benjamin K // Torie @ Monarch (San Francisco),"tech house, deep house",https://www.facebook.com/events/401129257110926/,$10-20 | 21+You're Welcome
Sat: May 4(9:30pm-4am),Sat: May 4(9:30pm-4am),John Monkman & Clarian @ Monarch (San Francisco),John Monkman & Clarian @ Monarch (San Francisco),"tech house, deep house",,$10-15 | 21+
Sun: May 5(12pm-12am),Sun: May 5(12pm-12am),"MUTEK SF 2019: Experience (The Hacker, Legowelt, Tayhana, Doc Sleep, CYRNAI, Mozhgan b2b Josh Cheon, Veronica Vasicka, Hydroplane, revlux, Nihar & Sunset, Tayhana, Lefto) @ The Midway (San Francisco)","MUTEK SF 2019: Experience (The Hacker, Legowelt, Tayhana, Doc Sleep, CYRNAI, Mozhgan b2b Josh Cheon, Veronica Vasicka, Hydroplane, revlux, Nihar & Sunset, Tayhana, Lefto) @ The Midway (San Francisco)","techno, ambient, experimental, live electronic, live a/v",https://www.facebook.com/events/593645401111206/,$25 | 21+The Midway
Sun: May 5(1pm-6pm),Sun: May 5(1pm-6pm),Best Day Ever - Cinco De Mayo Edition w/ Le Youth @ Audio (San Francisco),Best Day Ever - Cinco De Mayo Edition w/ Le Youth @ Audio (San Francisco),"disco house, deep house",,$15-20 | 21+Audio San Francisco
Sun: May 5(7pm),Sun: May 5(7pm),Dam-Funk (DJ Set) @ Cornerstone (Berkeley),Dam-Funk (DJ Set) @ Cornerstone (Berkeley),"funk, boogie, synthpop",,$20 pre / $24 | All ages
Sun: May 5(7:30pm),Sun: May 5(7:30pm),Fm-84 @ The Independent (San Francisco),Fm-84 @ The Independent (San Francisco),synthpop,,$15 pre/$20 | 21+
Sun: May 5(10pm-3am),Sun: May 5(10pm-3am),Purple Disco Machine @ Halcyon (San Francisco),Purple Disco Machine @ Halcyon (San Francisco),"deep house, funk house, disco house",https://www.facebook.com/events/301845210519503/,$15-35 | 21+Halcyon SF
Wed: May 8(7:30pm),Wed: May 8(7:30pm),Tim Hecker & The Konoyo Ensemble @ The Independent (San Francisco),Tim Hecker & The Konoyo Ensemble @ The Independent (San Francisco),"live electronic, ambient, experimental",https://www.facebook.com/events/2090253357734181/,$25 pre/$30 | 21+
Wed: May 8(8pm),Wed: May 8(8pm),Betty Who @ The Fillmore (San Francisco),Betty Who @ The Fillmore (San Francisco),"synthpop, nu-disco, electro house",https://www.facebook.com/events/556056414896568/,30.5
Wed: May 8(8:30pm-1am),Wed: May 8(8:30pm-1am),"The Untz Festival Pre-Party: Suds, Chopsjunkie, Ion, Amphitrite @ MOTIV (Santa Cruz)","The Untz Festival Pre-Party: Suds, Chopsjunkie, Ion, Amphitrite @ MOTIV (Santa Cruz)","trip-hop, downtempo, glitch, bass music",https://www.facebook.com/events/333076597336894/,$5-10 | 21+Santa Cruz Music Festival
Wed: May 8(9pm-1:30pm),Wed: May 8(9pm-1:30pm),"Get w/ It Wednesdays By The Program - Bass Night: Ryury, Eklektik, Shababo @ BRIX 581 (Oakland)","Get w/ It Wednesdays By The Program - Bass Night: Ryury, Eklektik, Shababo @ BRIX 581 (Oakland)","dubstep, bass music, hip-hop, trap",,21+Get With The Program
Wed: May 8(9pm-11:30pm),Wed: May 8(9pm-11:30pm),"kLL sMTH, Bogtrotter, Mindex, Vctre @ The New Parish (Oakland)","kLL sMTH, Bogtrotter, Mindex, Vctre @ The New Parish (Oakland)","dubstep, bass music",,$10-30 | 21+The New Parish
Thu: May 9(7pm),Thu: May 9(7pm),STRFKR @ Ace Of Spades (Sacramento),STRFKR @ Ace Of Spades (Sacramento),synthpop,,$22 | All agesAce Of Spades
Thu: May 9(8pm-12:30am),Thu: May 9(8pm-12:30am),Shiba San @ El Rey Theater (Los Angeles),Shiba San @ El Rey Theater (Los Angeles),tech house,https://www.facebook.com/events/272036953715508/,"$15-30 | 18+Blowout Entertainment, Chico State SOTA Productions, EPIC Productions"
Fri: May 10(8pm),Fri: May 10(8pm),Anjunabeats @ The Midway (San Francisco),Anjunabeats @ The Midway (San Francisco),"progressive house, deep house",https://www.facebook.com/events/389510131798362/,$34-45 | 21+Goldenvoice-SF
Fri: May 10(8:30pm),Fri: May 10(8:30pm),L'imperatrice @ The Independent (San Francisco),L'imperatrice @ The Independent (San Francisco),"pop, disco, electro",,$15 pre/$20 | 21+
Fri: May 10(9pm-2am),Fri: May 10(9pm-2am),Dance Yourself Clean @ Mezzanine (San Francisco),Dance Yourself Clean @ Mezzanine (San Francisco),"indie dance, synthpop, house",,$8-12 | 21+Mezzanine
